"Date","Time","Lat","Lng","Alt","Accuracy","CPS","uSv/h"
"2025-01-01","12:19:00","","","92.8","21.69","16.2","0.0709"
"2025-01-01","12:19:01","","","92.8","20.48","16.3","0.0650"
"2025-01-01","12:19:02","","","94.5","16.79","16.4","0.0631"
"2025-01-01","12:19:04","","","94.5","11.96","18.2","0.0667"
"2025-01-01","12:19:05","","","69.2","10.80","16.8","0.0568"
"2025-01-01","12:19:06","","","73.7","8.04","15.3","0.0561"
"2025-01-01","12:19:07","","","73.5","5.66","15.3","0.0614"
"2025-01-01","12:19:08","","","87.8","4.96","16.8","0.0738"
"2025-01-01","12:19:09","","","87.8","5.06","17.3","0.0736"
"2025-01-01","12:19:10","","","85.9","5.09","17.2","0.0812"
"2025-01-01","12:19:11","","","85.9","5.11","15.6","0.0755"
"2025-01-01","12:19:12","","","87.8","5.17","16.3","0.0780"
"2025-01-01","12:19:13","","","79.9","5.25","17.6","0.0857"
"2025-01-01","12:19:14","","","79.9","5.32","17.7","0.0827"
"2025-01-01","12:19:15","","","80.0","5.43","17.4","0.0802"
"2025-01-01","12:19:16","","","80.0","5.49","17.2","0.0826"
"2025-01-01","12:19:17","","","80.0","5.53","18.7","0.0826"
"2025-01-01","12:19:18","","","79.9","5.58","19.1","0.0799"
"2025-01-01","12:19:19","","","79.7","5.58","16.8","0.0769"
"2025-01-01","12:19:20","","","79.7","5.55","16.0","0.0802"
"2025-01-01","12:19:21","","","79.5","5.48","16.2","0.0794"
"2025-01-01","12:19:22","","","79.7","5.46","16.5","0.0878"
"2025-01-01","12:19:23","","","80.4","5.44","15.5","0.0838"
"2025-01-01","12:19:24","","","80.6","5.42","15.7","0.0921"
"2025-01-01","12:19:25","","","80.7","5.39","19.7","0.0979"
"2025-01-01","12:19:26","","","80.5","5.36","20.9","0.0987"
"2025-01-01","12:19:27","","","80.3","5.33","20.7","0.1078"
"2025-01-01","12:19:28","","","79.5","5.26","20.3","0.1118"
"2025-01-01","12:19:29","","","79.5","5.17","21.8","0.1030"
"2025-01-01","12:19:30","","","79.5","5.07","22.8","0.0902"
"2025-01-01","12:19:31","","","79.5","5.00","21.4","0.0854"
"2025-01-01","12:19:32","","","79.5","4.97","20.6","0.0847"
"2025-01-01","12:19:33","","","79.6","4.94","19.3","0.0805"
"2025-01-01","12:19:34","","","79.6","4.96","18.7","0.0740"
"2025-01-01","12:19:35","","","79.7","5.00","19.4","0.0810"
"2025-01-01","12:19:36","","","79.6","5.03","18.6","0.0769"
"2025-01-01","12:19:37","","","79.3","5.06","17.8","0.0893"
"2025-01-01","12:19:38","","","79.3","5.11","18.2","0.0866"
"2025-01-01","12:19:39","","","79.6","5.16","17.9","0.1037"
"2025-01-01","12:19:40","","","79.6","5.14","18.7","0.1278"
"2025-01-01","12:19:41","","","79.6","5.12","20.8","0.1333"
"2025-01-01","12:19:42","","","79.3","5.11","21.0","0.1207"
"2025-01-01","12:19:43","","","78.8","5.09","22.0","0.1305"
"2025-01-01","12:19:44","","","78.5","5.03","21.3","0.1133"
"2025-01-01","12:19:45","","","78.3","5.00","20.6","0.1152"
"2025-01-01","12:19:46","","","78.1","5.01","19.8","0.0901"
"2025-01-01","12:19:47","","","78.1","4.99","18.4","0.0770"
"2025-01-01","12:19:48","","","78.0","4.95","18.3","0.0729"
"2025-01-01","12:19:49","","","78.1","4.91","17.9","0.0805"
"2025-01-01","12:19:50","","","78.3","4.86","17.9","0.0745"
"2025-01-01","12:19:51","","","78.7","4.77","17.6","0.0747"
"2025-01-01","12:19:52","","","79.3","4.65","17.3","0.0778"
"2025-01-01","12:19:53","","","79.6","4.58","17.5","0.0996"
"2025-01-01","12:19:54","","","79.5","4.54","17.2","0.0958"
"2025-01-01","12:19:55","","","79.6","4.52","17.9","0.0967"
"2025-01-01","12:19:56","","","80.1","4.56","17.9","0.0941"
"2025-01-01","12:19:57","","","80.4","4.64","16.8","0.1012"
"2025-01-01","12:19:58","","","80.8","4.75","17.6","0.1118"
"2025-01-01","12:19:59","","","80.9","4.82","17.1","0.1070"
"2025-01-01","12:20:00","","","80.9","4.89","17.0","0.0895"
"2025-01-01","12:20:01","","","80.8","4.92","18.4","0.1060"
"2025-01-01","12:20:02","","","80.5","4.89","17.6","0.1005"
"2025-01-01","12:20:03","","","80.4","4.84","18.9","0.0952"
"2025-01-01","12:20:04","","","80.1","5.74","22.5","0.1297"
"2025-01-01","12:20:05","","","80.3","6.66","21.8","0.1382"
"2025-01-01","12:20:06","","","80.3","7.57","20.6","0.1313"
"2025-01-01","12:20:07","","","80.1","8.52","21.2","0.1172"
"2025-01-01","12:20:08","","","80.5","9.49","19.4","0.1137"
"2025-01-01","12:20:09","","","80.2","10.48","19.6","0.1125"
"2025-01-01","12:20:10","","","80.3","10.49","19.0","0.1098"
"2025-01-01","12:20:11","","","80.3","10.48","17.8","0.0822"
"2025-01-01","12:20:12","","","80.4","10.47","18.8","0.1193"
"2025-01-01","12:20:13","","","80.7","10.45","17.8","0.1122"
"2025-01-01","12:20:14","","","81.1","10.45","17.5","0.1102"
"2025-01-01","12:20:15","","","81.2","10.46","18.4","0.1283"
"2025-01-01","12:20:16","","","81.4","10.47","19.7","0.1593"
"2025-01-01","12:20:17","","","81.5","10.50","21.5","0.1583"
"2025-01-01","12:20:18","","","81.2","10.51","21.0","0.1485"
"2025-01-01","12:20:19","","","81.1","10.53","19.0","0.0977"
"2025-01-01","12:20:20","","","81.6","10.52","18.3","0.0965"
"2025-01-01","12:20:21","","","81.4","10.52","18.9","0.0973"
"2025-01-01","12:20:22","","","80.5","10.52","18.6","0.0786"
"2025-01-01","12:20:23","","","81.3","10.53","17.6","0.0763"
"2025-01-01","12:20:24","","","80.7","10.54","16.8","0.0651"
"2025-01-01","12:20:25","","","81.6","10.54","17.1","0.0704"
"2025-01-01","12:20:26","","","81.3","10.55","18.6","0.0742"
"2025-01-01","12:20:27","","","81.3","10.53","18.6","0.0756"
"2025-01-01","12:20:28","","","80.1","10.52","19.2","0.0805"
"2025-01-01","12:20:29","","","80.3","10.50","19.7","0.0933"
"2025-01-01","12:20:30","","","80.5","10.47","19.0","0.0816"
"2025-01-01","12:20:31","","","80.6","10.45","18.4","0.0966"
"2025-01-01","12:20:32","","","80.6","10.42","17.5","0.0960"
"2025-01-01","12:20:33","","","81.4","10.40","18.0","0.0960"
"2025-01-01","12:20:34","","","81.2","10.37","18.1","0.0941"
"2025-01-01","12:20:35","","","81.3","10.34","18.4","0.0837"
"2025-01-01","12:20:36","","","81.1","10.31","19.7","0.0935"
"2025-01-01","12:20:37","","","80.6","10.27","20.2","0.1083"
"2025-01-01","12:20:38","","","85.9","10.22","20.7","0.0932"
"2025-01-01","12:20:39","","","80.6","10.17","18.6","0.0894"
"2025-01-01","12:20:40","","","80.6","10.14","18.1","0.0990"
"2025-01-01","12:20:41","","","85.9","10.10","17.4","0.0697"
"2025-01-01","12:20:42","","","86.0","10.08","19.6","0.1130"
"2025-01-01","12:20:43","","","87.8","10.10","21.4","0.1412"
"2025-01-01","12:20:44","","","86.1","10.14","22.3","0.1437"
"2025-01-01","12:20:45","","","87.8","10.17","20.0","0.1250"
"2025-01-01","12:20:46","","","87.8","10.20","19.7","0.0855"
"2025-01-01","12:20:47","","","87.8","10.23","19.0","0.0988"
"2025-01-01","12:20:48","","","87.8","10.23","22.6","0.1122"
"2025-01-01","12:20:49","","","87.8","10.23","24.7","0.0857"
"2025-01-01","12:20:50","","","87.8","10.20","25.0","0.1022"
"2025-01-01","12:20:51","","","87.8","10.18","20.8","0.0920"
"2025-01-01","12:20:52","","","87.8","10.16","19.9","0.0914"
"2025-01-01","12:20:53","","","87.8","10.13","19.4","0.0706"
"2025-01-01","12:20:54","","","87.8","10.10","21.3","0.0762"
"2025-01-01","12:20:55","","","87.8","10.06","21.8","0.0800"
"2025-01-01","12:20:56","","","87.8","10.02","23.9","0.1348"
"2025-01-01","12:20:57","","","87.8","9.99","25.2","0.1547"
"2025-01-01","12:20:58","","","87.8","9.96","23.1","0.1393"
"2025-01-01","12:20:59","","","87.8","9.95","21.5","0.1448"
"2025-01-01","12:21:00","","","87.8","9.94","19.6","0.1213"
"2025-01-01","12:21:01","","","87.6","9.94","21.2","0.1320"
"2025-01-01","12:21:02","","","87.5","9.94","21.4","0.1130"
"2025-01-01","12:21:03","","","87.8","9.94","21.8","0.1175"
"2025-01-01","12:21:04","","","87.8","9.94","20.9","0.1103"
"2025-01-01","12:21:05","","","87.8","9.94","20.4","0.0962"
"2025-01-01","12:21:06","","","87.8","9.94","20.2","0.0848"
"2025-01-01","12:21:07","","","87.8","9.94","22.3","0.1122"
"2025-01-01","12:21:08","","","87.8","9.94","26.9","0.1077"
"2025-01-01","12:21:09","","","87.8","9.94","26.9","0.1088"
"2025-01-01","12:21:10","","","87.8","9.94","22.8","0.0883"
"2025-01-01","12:21:11","","","87.8","9.94","21.8","0.1037"
"2025-01-01","12:21:12","","","87.8","9.94","26.4","0.1198"
"2025-01-01","12:21:13","","","87.8","9.94","30.6","0.1272"
"2025-01-01","12:21:14","","","87.8","9.94","27.1","0.0892"
"2025-01-01","12:21:15","","","87.8","9.94","25.8","0.0740"
"2025-01-01","12:21:16","","","87.8","9.94","21.5","0.0582"
"2025-01-01","12:21:17","","","87.8","9.94","21.6","0.0580"
"2025-01-01","12:21:18","","","87.8","9.94","19.0","0.0530"
"2025-01-01","12:21:19","","","87.8","9.94","19.0","0.0917"
"2025-01-01","12:21:20","","","87.8","9.94","21.3","0.1363"
"2025-01-01","12:21:21","","","87.8","9.94","24.8","0.1823"
"2025-01-01","12:21:22","","","87.8","9.94","25.1","0.1498"
"2025-01-01","12:21:23","","","87.8","9.94","22.2","0.1363"
"2025-01-01","12:21:24","","","87.8","9.94","21.8","0.0835"
"2025-01-01","12:21:25","","","87.8","9.94","20.6","0.0626"
"2025-01-01","12:21:26","","","87.8","9.94","20.8","0.0825"
"2025-01-01","12:21:27","","","87.8","9.94","18.6","0.0860"
"2025-01-01","12:21:28","","","87.8","9.94","16.9","0.0908"
"2025-01-01","12:21:29","","","87.8","9.94","18.5","0.0895"
"2025-01-01","12:21:30","","","87.8","9.94","18.9","0.0768"
"2025-01-01","12:21:31","","","87.8","9.94","20.9","0.0643"
"2025-01-01","12:21:32","","","87.8","9.95","20.0","0.0605"
"2025-01-01","12:21:33","","","87.8","9.97","19.5","0.1005"
"2025-01-01","12:21:34","","","87.8","9.97","18.2","0.1268"
"2025-01-01","12:21:35","","","87.8","9.97","17.3","0.1330"
"2025-01-01","12:21:36","","","87.8","9.97","19.3","0.1353"
"2025-01-01","12:21:37","","","87.8","9.97","19.3","0.1120"
"2025-01-01","12:21:38","","","87.8","9.95","20.2","0.1045"
"2025-01-01","12:21:39","","","87.8","9.94","19.3","0.0779"
"2025-01-01","12:21:40","","","87.8","9.96","19.4","0.0858"
"2025-01-01","12:21:41","","","87.8","9.98","21.0","0.0823"
"2025-01-01","12:21:42","","","87.8","10.00","22.1","0.0896"
"2025-01-01","12:21:43","","","87.8","10.00","23.8","0.1085"
"2025-01-01","12:21:44","","","87.8","10.00","24.5","0.1197"
"2025-01-01","12:21:45","","","87.8","10.00","22.4","0.1012"
"2025-01-01","12:21:46","","","87.8","9.98","19.7","0.0874"
"2025-01-01","12:21:47","","","87.8","9.96","18.5","0.0994"
"2025-01-01","12:21:48","","","87.8","9.94","21.1","0.1168"
"2025-01-01","12:21:49","","","87.8","9.94","20.5","0.1128"
"2025-01-01","12:21:50","","","87.8","9.94","21.6","0.1012"
"2025-01-01","12:21:51","","","87.8","9.94","19.9","0.0995"
"2025-01-01","12:21:52","","","87.8","9.94","18.7","0.0995"
"2025-01-01","12:21:53","","","87.8","9.94","20.1","0.0984"
"2025-01-01","12:21:54","","","87.8","9.94","19.0","0.0812"
"2025-01-01","12:21:55","","","87.8","9.94","19.4","0.0975"
"2025-01-01","12:21:56","","","87.8","9.94","19.8","0.0985"
"2025-01-01","12:21:57","","","87.8","9.94","20.5","0.1258"
"2025-01-01","12:21:58","","","87.8","9.94","22.7","0.1243"
"2025-01-01","12:21:59","","","87.8","9.94","23.2","0.1288"
"2025-01-01","12:22:00","","","87.8","9.94","21.0","0.1350"
"2025-01-01","12:22:01","","","87.8","9.94","20.8","0.1095"
"2025-01-01","12:22:02","","","87.8","9.94","19.4","0.1025"
"2025-01-01","12:22:03","","","87.8","9.94","18.9","0.0639"
"2025-01-01","12:22:04","","","87.8","9.94","18.7","0.0637"
"2025-01-01","12:22:05","","","87.8","9.94","17.7","0.0701"
"2025-01-01","12:22:06","","","87.8","9.94","19.1","0.0707"
"2025-01-01","12:22:07","","","87.8","9.94","17.9","0.0729"
"2025-01-01","12:22:08","","","87.8","9.94","18.1","0.1082"
"2025-01-01","12:22:09","","","87.8","9.94","19.4","0.1228"
"2025-01-01","12:22:10","","","87.8","9.94","20.8","0.1688"
"2025-01-01","12:22:11","","","87.8","9.94","19.7","0.1597"
"2025-01-01","12:22:12","","","87.8","9.94","20.0","0.1252"
"2025-01-01","12:22:13","","","87.8","9.94","17.7","0.1375"
"2025-01-01","12:22:14","","","87.8","9.94","17.4","0.1097"
"2025-01-01","12:22:15","","","87.8","9.94","17.2","0.1097"
"2025-01-01","12:22:16","","","87.8","9.94","14.2","0.0971"
"2025-01-01","12:22:17","","","87.8","9.94","13.5","0.0784"
"2025-01-01","12:22:18","","","87.8","9.94","14.8","0.0699"
"2025-01-01","12:22:19","","","87.8","9.94","15.3","0.0999"
"2025-01-01","12:22:20","","","87.8","9.94","19.2","0.1342"
"2025-01-01","12:22:21","","","87.8","9.94","19.6","0.1325"
"2025-01-01","12:22:22","","","87.8","9.94","19.9","0.1282"
"2025-01-01","12:22:23","","","87.8","9.94","19.9","0.0822"
"2025-01-01","12:22:24","","","87.8","9.94","20.1","0.1072"
"2025-01-01","12:22:25","","","87.8","9.94","20.2","0.1055"
"2025-01-01","12:22:26","","","87.8","9.94","19.7","0.1003"
"2025-01-01","12:22:27","","","87.8","9.94","19.7","0.1002"
"2025-01-01","12:22:28","","","87.8","9.94","21.1","0.1122"
"2025-01-01","12:22:29","","","87.8","9.94","24.3","0.1108"
"2025-01-01","12:22:30","","","87.8","9.94","23.6","0.0888"
"2025-01-01","12:22:31","","","87.8","9.94","21.9","0.0816"
"2025-01-01","12:22:32","","","87.8","9.94","20.6","0.0885"
"2025-01-01","12:22:33","","","87.8","9.94","19.2","0.0837"
"2025-01-01","12:22:34","","","87.8","9.94","19.1","0.0803"
"2025-01-01","12:22:35","","","87.8","9.94","17.5","0.0665"
"2025-01-01","12:22:36","","","87.8","9.95","16.8","0.0726"
"2025-01-01","12:22:37","","","87.8","9.96","15.6","0.0691"
"2025-01-01","12:22:38","","","87.8","9.97","17.9","0.0833"
"2025-01-01","12:22:39","","","87.8","9.99","17.7","0.0767"
"2025-01-01","12:22:40","","","87.8","10.02","16.3","0.0714"
"2025-01-01","12:22:41","","","87.8","10.03","17.9","0.0793"
"2025-01-01","12:22:42","","","87.8","10.04","17.6","0.0760"
"2025-01-01","12:22:43","","","87.8","10.05","20.2","0.0932"
"2025-01-01","12:22:44","","","87.8","10.04","21.0","0.0930"
"2025-01-01","12:22:45","","","87.8","10.03","21.5","0.0928"
"2025-01-01","12:22:46","","","87.8","10.00","20.6","0.0998"
"2025-01-01","12:22:47","","","87.8","9.99","20.8","0.0740"
"2025-01-01","12:22:48","","","87.8","9.97","19.6","0.0739"
"2025-01-01","12:22:49","","","87.8","9.95","21.2","0.0845"
"2025-01-01","12:22:50","","","87.8","9.94","19.1","0.1290"
"2025-01-01","12:22:51","","","87.8","9.94","19.1","0.1337"
"2025-01-01","12:22:52","","","87.8","9.94","17.6","0.1407"
"2025-01-01","12:22:53","","","87.8","9.94","18.3","0.1353"
"2025-01-01","12:22:54","","","87.8","9.94","17.8","0.0871"
"2025-01-01","12:22:55","","","87.8","9.94","20.4","0.0949"
"2025-01-01","12:22:56","","","87.8","9.94","21.1","0.0845"
"2025-01-01","12:22:57","","","87.8","9.94","23.1","0.0752"
"2025-01-01","12:22:58","","","87.8","9.95","24.0","0.0803"
"2025-01-01","12:22:59","","","87.8","9.96","22.9","0.0760"
"2025-01-01","12:23:00","","","87.8","9.98","24.3","0.0877"
"2025-01-01","12:23:01","","","87.8","9.99","27.5","0.1038"
"2025-01-01","12:23:02","","","87.8","10.01","23.7","0.1148"
"2025-01-01","12:23:03","","","87.8","10.01","21.8","0.1110"
"2025-01-01","12:23:04","","","87.8","10.01","18.6","0.0993"
"2025-01-01","12:23:05","","","87.8","9.99","18.6","0.0914"
"2025-01-01","12:23:06","","","87.8","9.98","18.4","0.0933"
"2025-01-01","12:23:07","","","87.8","9.96","18.5","0.0961"
"2025-01-01","12:23:08","","","87.8","9.95","18.7","0.0980"
"2025-01-01","12:23:09","","","87.8","9.94","18.6","0.0932"
"2025-01-01","12:23:10","","","87.8","9.94","20.4","0.0949"
"2025-01-01","12:23:11","","","87.8","9.94","19.4","0.1098"
"2025-01-01","12:23:12","","","87.8","9.94","19.4","0.0853"
"2025-01-01","12:23:13","","","87.8","9.94","19.1","0.0838"
"2025-01-01","12:23:14","","","87.8","9.94","19.6","0.0694"
"2025-01-01","12:23:15","","","87.8","9.95","20.0","0.0615"
"2025-01-01","12:23:16","","","87.8","9.96","19.9","0.0718"
"2025-01-01","12:23:17","","","87.8","9.99","17.1","0.0674"
"2025-01-01","12:23:18","","","87.8","10.00","16.5","0.0764"
"2025-01-01","12:23:19","","","87.8","10.02","15.5","0.0956"
"2025-01-01","12:23:20","","","87.8","10.05","15.0","0.0945"
"2025-01-01","12:23:21","","","87.8","10.07","17.1","0.1045"
"2025-01-01","12:23:22","","","87.8","10.12","18.4","0.0957"
"2025-01-01","12:23:23","","","87.8","10.18","19.6","0.0785"
"2025-01-01","12:23:24","","","87.8","10.27","18.2","0.0662"
"2025-01-01","12:23:25","","","87.8","10.38","17.2","0.0613"
"2025-01-01","12:23:26","","","87.8","10.49","16.5","0.0885"
"2025-01-01","12:23:27","","","87.8","10.58","19.1","0.0907"
"2025-01-01","12:23:28","","","87.8","10.63","21.1","0.1068"
"2025-01-01","12:23:29","","","87.8","10.67","20.6","0.1483"
"2025-01-01","12:23:30","","","87.8","10.67","19.3","0.1308"
"2025-01-01","12:23:31","","","87.8","10.61","19.8","0.1405"
"2025-01-01","12:23:32","","","87.8","10.54","16.7","0.1303"
"2025-01-01","12:23:33","","","87.8","10.47","18.0","0.0996"
"2025-01-01","12:23:34","","","87.8","10.43","16.5","0.1000"
"2025-01-01","12:23:35","","","87.8","10.39","14.8","0.0842"
"2025-01-01","12:23:36","","","87.8","10.35","16.0","0.0842"
"2025-01-01","12:23:37","","","87.8","10.34","16.3","0.0796"
"2025-01-01","12:23:38","","","87.8","10.33","15.0","0.0556"
"2025-01-01","12:23:39","","","87.8","10.33","16.8","0.0655"
"2025-01-01","12:23:40","","","87.8","10.31","18.6","0.0836"
"2025-01-01","12:23:41","","","87.8","10.30","17.7","0.0907"
"2025-01-01","12:23:42","","","87.8","10.32","18.5","0.0899"
"2025-01-01","12:23:43","","","87.8","10.35","17.3","0.0828"
"2025-01-01","12:23:44","","","87.8","10.38","18.3","0.1022"
"2025-01-01","12:23:45","","","87.8","10.42","19.7","0.0945"
"2025-01-01","12:23:46","","","87.8","10.43","19.6","0.1028"
"2025-01-01","12:23:47","","","87.8","10.42","18.2","0.0993"
"2025-01-01","12:23:48","","","87.8","10.40","16.2","0.1033"
"2025-01-01","12:23:49","","","87.8","10.36","17.0","0.1203"
"2025-01-01","12:23:50","","","87.8","10.32","20.6","0.1247"
"2025-01-01","12:23:51","","","87.8","10.28","21.2","0.0885"
"2025-01-01","12:23:52","","","87.8","10.27","20.7","0.0941"
"2025-01-01","12:23:53","","","87.8","10.27","18.0","0.0945"
"2025-01-01","12:23:54","","","87.8","10.29","17.0","0.0819"
"2025-01-01","12:23:55","","","87.8","10.32","17.4","0.0849"
"2025-01-01","12:23:56","","","87.8","10.37","16.9","0.0888"
"2025-01-01","12:23:57","","","87.8","10.40","18.3","0.0796"
"2025-01-01","12:23:58","","","87.8","10.46","18.4","0.0806"
"2025-01-01","12:23:59","","","87.8","10.53","19.7","0.0750"
"2025-01-01","12:24:00","","","87.8","10.54","20.7","0.0660"
"2025-01-01","12:24:01","","","87.8","10.54","19.8","0.0764"
"2025-01-01","12:24:02","","","87.8","10.52","20.6","0.0784"
"2025-01-01","12:24:03","","","87.8","10.52","20.2","0.0772"
"2025-01-01","12:24:04","","","87.8","10.47","21.1","0.0707"
"2025-01-01","12:24:05","","","87.8","10.39","20.7","0.0799"
"2025-01-01","12:24:06","","","87.8","10.35","20.5","0.0893"
"2025-01-01","12:24:07","","","87.8","10.32","22.1","0.1190"
"2025-01-01","12:24:08","","","87.8","10.31","20.5","0.1052"
"2025-01-01","12:24:09","","","87.8","10.30","19.0","0.1077"
"2025-01-01","12:24:10","","","87.8","10.30","19.1","0.0863"
"2025-01-01","12:24:11","","","87.8","10.30","20.2","0.0934"
"2025-01-01","12:24:12","","","87.8","10.30","20.9","0.1230"
"2025-01-01","12:24:13","","","87.8","10.27","21.4","0.1152"
"2025-01-01","12:24:14","","","87.8","10.25","17.9","0.1005"
"2025-01-01","12:24:15","","","87.8","10.23","17.6","0.1015"
"2025-01-01","12:24:16","","","87.8","10.23","17.8","0.0791"
"2025-01-01","12:24:17","","","87.8","10.25","17.0","0.0653"
"2025-01-01","12:24:18","","","87.8","10.27","20.3","0.0701"
"2025-01-01","12:24:19","","","87.8","10.34","22.7","0.0861"
"2025-01-01","12:24:20","","","87.8","10.42","23.9","0.0819"
"2025-01-01","12:24:21","","","87.8","10.45","22.4","0.0696"
"2025-01-01","12:24:22","","","87.8","10.47","20.6","0.0742"
"2025-01-01","12:24:23","","","87.8","10.50","18.4","0.0629"
"2025-01-01","12:24:24","","","87.8","10.51","17.2","0.0708"
"2025-01-01","12:24:25","","","87.8","10.49","16.4","0.0722"
"2025-01-01","12:24:26","","","87.8","10.46","17.9","0.0799"
"2025-01-01","12:24:27","","","87.8","10.46","21.7","0.0933"
"2025-01-01","12:24:28","","","87.8","10.44","24.3","0.1288"
"2025-01-01","12:24:29","","","87.8","10.41","22.9","0.1133"
"2025-01-01","12:24:30","","","87.8","10.38","20.0","0.1092"
"2025-01-01","12:24:31","","","87.8","10.36","20.0","0.1013"
"2025-01-01","12:24:32","","","87.8","10.36","18.9","0.0704"
"2025-01-01","12:24:33","","","87.8","10.37","19.5","0.0823"
"2025-01-01","12:24:34","","","87.8","10.41","19.5","0.0731"
"2025-01-01","12:24:35","","","87.8","10.51","18.2","0.0832"
"2025-01-01","12:24:36","","","87.8","10.60","19.1","0.0985"
"2025-01-01","12:24:37","","","87.8","10.67","19.9","0.1057"
"2025-01-01","12:24:38","","","87.8","10.69","18.7","0.0930"
"2025-01-01","12:24:39","","","87.8","10.70","21.5","0.0852"
"2025-01-01","12:24:40","","","87.8","10.73","24.0","0.1168"
"2025-01-01","12:24:41","","","87.8","10.70","24.9","0.1110"
"2025-01-01","12:24:42","","","87.8","10.67","22.1","0.1093"
"2025-01-01","12:24:43","","","87.8","10.64","19.4","0.1095"
"2025-01-01","12:24:44","","","87.8","10.69","18.3","0.1090"
"2025-01-01","12:24:45","","","87.8","10.72","17.9","0.0866"
"2025-01-01","12:24:46","","","87.8","10.72","17.2","0.0956"
"2025-01-01","12:24:47","","","87.8","10.76","17.0","0.1152"
"2025-01-01","12:24:48","","","87.8","10.82","17.1","0.1217"
"2025-01-01","12:24:49","","","87.8","10.85","18.2","0.1195"
"2025-01-01","12:24:50","","","87.8","10.86","18.7","0.1295"
"2025-01-01","12:24:51","","","87.8","10.86","20.6","0.1012"
"2025-01-01","12:24:52","","","87.8","10.88","19.6","0.0981"
"2025-01-01","12:24:53","","","87.8","10.86","18.9","0.0946"
"2025-01-01","12:24:54","","","87.8","10.86","16.8","0.0755"
"2025-01-01","12:24:55","","","87.8","10.91","15.3","0.0731"
"2025-01-01","12:24:56","","","87.8","10.94","15.0","0.0717"
"2025-01-01","12:24:57","","","87.8","10.99","17.0","0.0878"
"2025-01-01","12:24:58","","","87.8","11.06","22.7","0.1103"
"2025-01-01","12:24:59","","","87.8","11.10","25.4","0.0959"
"2025-01-01","12:25:00","","","87.8","11.11","23.2","0.0927"
"2025-01-01","12:25:01","","","87.8","11.07","21.6","0.0863"
"2025-01-01","12:25:02","","","87.8","11.05","19.2","0.0809"
"2025-01-01","12:25:03","","","87.8","11.04","19.2","0.0997"
"2025-01-01","12:25:04","","","87.8","11.00","18.6","0.1077"
"2025-01-01","12:25:05","","","87.8","10.98","20.0","0.1072"
"2025-01-01","12:25:06","","","87.8","11.02","18.3","0.1238"
"2025-01-01","12:25:07","","","87.8","11.07","17.9","0.1125"
"2025-01-01","12:25:08","","","87.8","11.15","17.5","0.1085"
"2025-01-01","12:25:09","","","87.8","11.29","18.0","0.1127"
"2025-01-01","12:25:10","","","87.8","11.57","19.6","0.1115"
"2025-01-01","12:25:11","","","87.8","11.81","19.6","0.1107"
"2025-01-01","12:25:12","","","87.8","11.99","19.9","0.1183"
"2025-01-01","12:25:13","","","87.8","12.13","24.1","0.1002"
"2025-01-01","12:25:14","","","87.8","12.25","27.4","0.0953"
"2025-01-01","12:25:15","","","87.8","12.30","25.6","0.1205"
"2025-01-01","12:25:16","","","87.8","12.15","22.5","0.1410"
"2025-01-01","12:25:17","","","87.8","12.01","21.7","0.1852"
"2025-01-01","12:25:18","","","87.8","11.87","21.0","0.1677"
"2025-01-01","12:25:19","","","87.8","11.80","19.6","0.1257"
"2025-01-01","12:25:20","","","87.8","11.74","19.7","0.0891"
"2025-01-01","12:25:21","","","87.8","11.64","24.5","0.0807"
"2025-01-01","12:25:22","","","87.8","11.61","26.8","0.0961"
"2025-01-01","12:25:23","","","87.8","11.63","24.9","0.0993"
"2025-01-01","12:25:24","","","87.8","11.72","22.4","0.1495"
"2025-01-01","12:25:25","","","87.8","11.79","20.8","0.1360"
"2025-01-01","12:25:26","","","87.8","11.83","18.5","0.1292"
"2025-01-01","12:25:27","","","87.8","11.94","17.3","0.1292"
"2025-01-01","12:25:28","","","87.8","12.05","16.9","0.1015"
"2025-01-01","12:25:29","","","87.8","12.17","16.6","0.0791"
"2025-01-01","12:25:30","","","87.8","12.25","17.9","0.0794"
"2025-01-01","12:25:31","","","87.8","12.31","19.0","0.0961"
"2025-01-01","12:25:32","","","87.8","12.40","20.6","0.1707"
"2025-01-01","12:25:33","","","87.8","12.42","21.3","0.1605"
"2025-01-01","12:25:34","","","87.8","12.47","19.6","0.1778"
"2025-01-01","12:25:35","","","87.8","12.49","18.9","0.1610"
"2025-01-01","12:25:36","","","87.8","12.50","16.4","0.1332"
"2025-01-01","12:25:37","","","87.8","12.50","17.2","0.1427"
"2025-01-01","12:25:38","","","87.8","12.53","17.4","0.1158"
"2025-01-01","12:25:39","","","87.8","12.56","21.3","0.0956"
"2025-01-01","12:25:40","","","87.8","12.52","22.3","0.0988"
"2025-01-01","12:25:41","","","88.0","12.49","23.6","0.0902"
"2025-01-01","12:25:42","","","88.0","12.51","23.6","0.0920"
"2025-01-01","12:25:43","","","88.0","12.58","21.8","0.0845"
"2025-01-01","12:25:44","","","88.0","12.59","19.7","0.0913"
"2025-01-01","12:25:45","","","88.0","12.61","19.1","0.0890"
"2025-01-01","12:25:46","","","87.8","12.50","17.3","0.0795"
"2025-01-01","12:25:47","","","87.8","12.38","16.0","0.0784"
"2025-01-01","12:25:48","","","87.8","12.19","15.7","0.0798"
"2025-01-01","12:25:49","","","87.8","11.95","16.1","0.1250"
"2025-01-01","12:25:50","","","87.8","11.75","20.9","0.1905"
