"Date","Time","Lat","Lng","Alt","Accuracy","CPS","uSv/h"
"2025-01-01","14:33:35","","","87.8","11.01","21.8","0.0878"
"2025-01-01","14:33:36","","","87.8","10.97","19.5","0.0997"
"2025-01-01","14:33:37","","","87.8","10.93","17.5","0.0750"
"2025-01-01","14:33:38","","","87.8","10.90","16.1","0.0890"
"2025-01-01","14:33:39","","","87.8","10.87","15.0","0.0841"
"2025-01-01","14:33:40","","","87.8","10.85","16.0","0.0771"
"2025-01-01","14:33:41","","","87.8","10.85","16.6","0.1083"
"2025-01-01","14:33:42","","","87.8","10.86","16.4","0.0987"
"2025-01-01","14:33:43","","","87.8","10.87","19.7","0.1162"
"2025-01-01","14:33:44","","","87.8","10.87","24.3","0.1123"
"2025-01-01","14:33:45","","","87.8","10.85","25.3","0.1042"
"2025-01-01","14:33:46","","","87.8","10.81","23.3","0.0828"
"2025-01-01","14:33:47","","","87.8","10.74","19.0","0.0789"
"2025-01-01","14:33:48","","","87.8","10.66","16.5","0.0584"
"2025-01-01","14:33:49","","","87.8","10.59","15.4","0.0650"
"2025-01-01","14:33:50","","","87.8","10.53","16.2","0.0714"
"2025-01-01","14:33:51","","","87.8","10.48","18.3","0.0738"
"2025-01-01","14:33:52","","","87.8","10.45","19.6","0.0951"
"2025-01-01","14:33:53","","","87.8","10.43","19.9","0.0820"
"2025-01-01","14:33:54","","","87.8","10.45","19.0","0.0762"
"2025-01-01","14:33:55","","","87.8","10.45","18.9","0.0873"
"2025-01-01","14:33:56","","","87.8","10.44","17.0","0.0837"
"2025-01-01","14:33:57","","","87.8","10.43","16.4","0.0973"
"2025-01-01","14:33:58","","","87.8","10.42","17.5","0.1118"
"2025-01-01","14:33:59","","","87.8","10.40","23.0","0.0825"
"2025-01-01","14:34:00","","","87.8","10.36","22.3","0.0805"
"2025-01-01","14:34:01","","","87.8","10.35","23.6","0.0964"
"2025-01-01","14:34:02","","","87.8","10.37","23.9","0.0915"
"2025-01-01","14:34:03","","","87.8","10.40","24.5","0.0917"
"2025-01-01","14:34:04","","","87.8","10.42","20.8","0.0760"
"2025-01-01","14:34:05","","","87.8","10.45","19.4","0.0834"
"2025-01-01","14:34:06","","","87.8","10.49","18.5","0.0840"
"2025-01-01","14:34:07","","","87.8","10.53","19.4","0.0915"
"2025-01-01","14:34:08","","","87.8","10.57","20.3","0.1238"
"2025-01-01","14:34:09","","","87.8","10.59","20.1","0.1198"
"2025-01-01","14:34:10","","","87.8","10.62","19.5","0.1157"
"2025-01-01","14:34:11","","","87.8","10.66","18.8","0.1298"
"2025-01-01","14:34:12","","","87.8","10.69","18.3","0.1128"
"2025-01-01","14:34:13","","","87.8","10.70","19.0","0.1132"
"2025-01-01","14:34:14","","","87.8","10.72","17.2","0.1107"
"2025-01-01","14:34:15","","","87.8","10.74","19.1","0.0819"
"2025-01-01","14:34:16","","","87.8","10.75","18.9","0.0825"
"2025-01-01","14:34:17","","","87.8","10.75","19.4","0.0808"
"2025-01-01","14:34:18","","","87.8","10.73","18.3","0.0705"
"2025-01-01","14:34:19","","","87.8","10.71","16.8","0.0696"
"2025-01-01","14:34:20","","","87.8","10.69","17.0","0.0655"
"2025-01-01","14:34:21","","","87.8","10.68","19.0","0.0644"
"2025-01-01","14:34:22","","","87.8","10.72","22.5","0.0881"
"2025-01-01","14:34:23","","","87.8","10.81","21.2","0.0984"
"2025-01-01","14:34:24","","","87.8","10.93","20.3","0.1262"
"2025-01-01","14:34:25","","","87.8","11.08","21.0","0.1477"
"2025-01-01","14:34:26","","","87.8","11.18","22.7","0.1648"
"2025-01-01","14:34:27","","","87.8","11.28","22.5","0.1385"
"2025-01-01","14:34:28","","","87.8","11.32","21.2","0.1128"
"2025-01-01","14:34:29","","","87.8","11.31","19.9","0.1012"
"2025-01-01","14:34:30","","","87.8","11.28","20.2","0.1083"
"2025-01-01","14:34:31","","","87.8","11.24","20.1","0.1338"
"2025-01-01","14:34:32","","","87.8","11.25","23.0","0.1418"
"2025-01-01","14:34:33","","","87.8","11.24","24.9","0.1198"
"2025-01-01","14:34:34","","","87.8","11.27","23.6","0.0996"
"2025-01-01","14:34:35","","","87.8","11.28","21.1","0.0895"
"2025-01-01","14:34:36","","","87.8","11.28","19.9","0.0794"
"2025-01-01","14:34:37","","","87.8","11.27","20.0","0.0822"
"2025-01-01","14:34:38","","","87.8","11.22","21.6","0.0984"
"2025-01-01","14:34:39","","","87.8","11.15","20.1","0.1085"
"2025-01-01","14:34:40","","","87.8","11.07","18.7","0.0996"
"2025-01-01","14:34:41","","","87.8","11.02","17.0","0.0932"
"2025-01-01","14:34:42","","","87.8","10.98","16.1","0.0802"
"2025-01-01","14:34:43","","","87.8","10.93","17.9","0.0711"
"2025-01-01","14:34:44","","","87.8","10.95","18.6","0.0646"
"2025-01-01","14:34:45","","","87.8","11.01","18.7","0.0688"
"2025-01-01","14:34:46","","","87.8","11.10","21.3","0.0981"
"2025-01-01","14:34:47","","","87.8","11.18","28.9","0.1170"
"2025-01-01","14:34:48","","","87.8","11.24","28.3","0.1148"
"2025-01-01","14:34:49","","","87.8","11.30","23.8","0.1225"
"2025-01-01","14:34:50","","","87.8","11.33","21.9","0.1130"
"2025-01-01","14:34:51","","","87.8","11.34","20.4","0.1115"
"2025-01-01","14:34:52","","","87.8","11.32","19.3","0.1063"
"2025-01-01","14:34:53","","","87.8","11.30","18.7","0.0958"
"2025-01-01","14:34:54","","","87.8","11.28","20.2","0.0757"
"2025-01-01","14:34:55","","","87.8","11.27","21.8","0.1160"
"2025-01-01","14:34:56","","","87.8","11.25","21.7","0.1037"
"2025-01-01","14:34:57","","","87.8","11.21","18.6","0.1058"
"2025-01-01","14:34:58","","","87.8","11.12","17.3","0.1052"
"2025-01-01","14:34:59","","","87.8","11.04","16.6","0.0925"
"2025-01-01","14:35:00","","","87.8","10.95","15.8","0.1005"
"2025-01-01","14:35:01","","","87.8","10.87","17.4","0.1033"
"2025-01-01","14:35:02","","","87.8","10.79","20.5","0.1087"
"2025-01-01","14:35:03","","","87.8","10.73","22.2","0.1035"
"2025-01-01","14:35:04","","","87.8","10.70","22.3","0.0927"
"2025-01-01","14:35:05","","","87.8","10.69","22.9","0.1387"
"2025-01-01","14:35:06","","","87.8","10.65","25.2","0.1348"
"2025-01-01","14:35:07","","","87.8","10.59","24.1","0.0995"
"2025-01-01","14:35:08","","","87.8","10.53","22.2","0.1010"
"2025-01-01","14:35:09","","","87.8","10.46","21.6","0.1180"
"2025-01-01","14:35:10","","","87.8","10.41","22.6","0.1173"
"2025-01-01","14:35:11","","","87.8","10.36","22.8","0.0952"
"2025-01-01","14:35:12","","","87.8","10.34","21.6","0.1127"
"2025-01-01","14:35:13","","","87.8","10.34","19.0","0.1122"
"2025-01-01","14:35:14","","","87.8","10.34","17.0","0.1090"
"2025-01-01","14:35:15","","","87.8","10.35","17.3","0.1048"
"2025-01-01","14:35:16","","","87.8","10.36","17.9","0.0836"
"2025-01-01","14:35:17","","","87.8","10.37","20.1","0.0835"
"2025-01-01","14:35:18","","","87.8","10.38","19.4","0.0723"
"2025-01-01","14:35:19","","","87.8","10.40","18.2","0.0671"
"2025-01-01","14:35:20","","","87.8","10.44","17.6","0.0694"
"2025-01-01","14:35:21","","","87.8","10.45","18.9","0.0977"
"2025-01-01","14:35:22","","","87.8","10.47","21.8","0.1072"
"2025-01-01","14:35:23","","","87.8","10.46","23.4","0.1398"
"2025-01-01","14:35:24","","","87.8","10.45","22.1","0.1373"
"2025-01-01","14:35:25","","","87.8","10.42","21.0","0.1413"
"2025-01-01","14:35:26","","","87.8","10.36","19.1","0.1143"
"2025-01-01","14:35:27","","","87.8","10.32","17.5","0.0806"
"2025-01-01","14:35:28","","","87.8","10.27","16.6","0.0994"
"2025-01-01","14:35:29","","","87.8","10.23","15.1","0.0948"
"2025-01-01","14:35:30","","","87.8","10.20","15.6","0.1357"
"2025-01-01","14:35:31","","","87.8","10.19","17.8","0.1428"
"2025-01-01","14:35:32","","","87.8","10.18","18.6","0.1130"
"2025-01-01","14:35:33","","","87.8","10.16","20.3","0.0766"
"2025-01-01","14:35:34","","","87.8","10.16","21.0","0.0725"
"2025-01-01","14:35:35","","","87.8","10.16","24.2","0.1008"
"2025-01-01","14:35:36","","","87.8","10.15","23.8","0.0952"
"2025-01-01","14:35:37","","","87.8","10.15","22.6","0.0931"
"2025-01-01","14:35:38","","","87.8","10.17","22.2","0.1005"
"2025-01-01","14:35:39","","","87.8","10.19","20.8","0.1102"
"2025-01-01","14:35:40","","","87.8","10.22","20.7","0.1035"
"2025-01-01","14:35:41","","","87.8","10.24","19.7","0.0936"
"2025-01-01","14:35:42","","","87.8","10.27","17.9","0.0967"
"2025-01-01","14:35:43","","","87.8","10.29","18.1","0.0917"
"2025-01-01","14:35:44","","","87.8","10.30","16.9","0.0963"
"2025-01-01","14:35:45","","","87.8","10.31","17.2","0.1048"
"2025-01-01","14:35:46","","","87.8","10.33","17.5","0.0950"
"2025-01-01","14:35:47","","","87.8","10.33","17.4","0.1095"
"2025-01-01","14:35:48","","","87.8","10.32","17.2","0.0909"
"2025-01-01","14:35:49","","","87.8","10.32","19.1","0.0946"
"2025-01-01","14:35:50","","","87.8","10.32","20.2","0.0921"
"2025-01-01","14:35:51","","","87.8","10.33","22.5","0.0894"
"2025-01-01","14:35:52","","","87.8","10.33","23.2","0.0894"
"2025-01-01","14:35:53","","","87.8","10.34","22.0","0.0901"
"2025-01-01","14:35:54","","","87.8","10.35","21.5","0.0927"
"2025-01-01","14:35:55","","","87.8","10.37","19.7","0.0911"
"2025-01-01","14:35:56","","","87.8","10.39","18.4","0.0800"
"2025-01-01","14:35:57","","","87.8","10.40","19.8","0.0860"
"2025-01-01","14:35:58","","","87.8","10.41","21.6","0.1045"
"2025-01-01","14:35:59","","","87.8","10.44","22.6","0.1257"
"2025-01-01","14:36:00","","","87.8","10.48","21.5","0.1077"
"2025-01-01","14:36:01","","","87.8","10.52","21.8","0.1157"
"2025-01-01","14:36:02","","","87.8","10.52","21.7","0.0984"
"2025-01-01","14:36:03","","","87.8","10.53","22.2","0.0914"
"2025-01-01","14:36:04","","","87.8","10.54","21.1","0.0790"
"2025-01-01","14:36:05","","","87.8","10.56","20.8","0.0751"
"2025-01-01","14:36:06","","","87.8","10.57","20.2","0.0814"
"2025-01-01","14:36:07","","","87.8","10.56","20.3","0.0734"
"2025-01-01","14:36:08","","","87.8","10.59","19.9","0.0800"
"2025-01-01","14:36:09","","","87.8","10.60","18.6","0.0804"
"2025-01-01","14:36:10","","","87.8","10.64","17.3","0.0747"
"2025-01-01","14:36:11","","","87.8","10.67","20.1","0.0857"
"2025-01-01","14:36:12","","","87.8","10.69","20.6","0.0866"
"2025-01-01","14:36:13","","","87.8","10.72","20.2","0.1087"
"2025-01-01","14:36:14","","","87.8","10.76","18.2","0.0998"
"2025-01-01","14:36:15","","","87.8","10.81","16.6","0.0869"
"2025-01-01","14:36:16","","","87.8","10.83","14.6","0.0876"
"2025-01-01","14:36:17","","","87.8","10.85","17.8","0.1067"
"2025-01-01","14:36:18","","","87.8","10.88","19.7","0.1255"
"2025-01-01","14:36:19","","","87.8","10.90","25.7","0.1118"
"2025-01-01","14:36:20","","","87.8","10.90","26.4","0.1252"
"2025-01-01","14:36:21","","","87.8","10.85","23.5","0.1530"
"2025-01-01","14:36:22","","","87.8","10.81","21.1","0.1780"
"2025-01-01","14:36:23","","","87.8","10.76","19.1","0.1783"
"2025-01-01","14:36:24","","","87.8","10.71","17.1","0.1393"
"2025-01-01","14:36:25","","","87.8","10.66","17.4","0.0828"
"2025-01-01","14:36:26","","","87.8","10.61","17.8","0.1012"
"2025-01-01","14:36:27","","","87.8","10.61","21.1","0.1215"
"2025-01-01","14:36:28","","","87.8","10.60","23.1","0.1215"
"2025-01-01","14:36:29","","","87.8","10.58","21.6","0.0864"
"2025-01-01","14:36:30","","","87.8","10.56","20.2","0.0756"
"2025-01-01","14:36:31","","","87.8","10.52","19.7","0.0949"
"2025-01-01","14:36:32","","","87.8","10.50","19.5","0.0954"
"2025-01-01","14:36:33","","","87.8","10.48","19.8","0.0830"
"2025-01-01","14:36:34","","","87.8","10.46","19.5","0.0982"
"2025-01-01","14:36:35","","","87.8","10.46","18.1","0.1013"
"2025-01-01","14:36:36","","","87.8","10.44","19.1","0.1295"
"2025-01-01","14:36:37","","","87.8","10.43","20.8","0.1157"
"2025-01-01","14:36:38","","","87.8","10.40","21.2","0.1097"
"2025-01-01","14:36:39","","","87.8","10.37","21.3","0.1135"
"2025-01-01","14:36:40","","","87.8","10.35","21.7","0.1435"
"2025-01-01","14:36:41","","","87.8","10.35","23.7","0.1450"
"2025-01-01","14:36:42","","","87.8","10.36","22.0","0.1455"
"2025-01-01","14:36:43","","","87.8","10.40","19.8","0.0890"
"2025-01-01","14:36:44","","","87.8","10.45","19.7","0.0880"
"2025-01-01","14:36:45","","","87.8","10.50","21.8","0.1087"
"2025-01-01","14:36:46","","","87.8","10.53","21.3","0.1018"
"2025-01-01","14:36:47","","","87.8","10.54","18.2","0.0863"
"2025-01-01","14:36:48","","","87.8","10.54","18.7","0.1037"
"2025-01-01","14:36:49","","","87.8","10.54","18.4","0.0865"
"2025-01-01","14:36:50","","","87.8","10.53","17.5","0.0890"
"2025-01-01","14:36:51","","","87.8","10.51","19.9","0.0809"
"2025-01-01","14:36:52","","","87.8","10.49","19.2","0.0680"
"2025-01-01","14:36:53","","","87.8","10.48","22.8","0.0633"
"2025-01-01","14:36:54","","","87.8","10.45","21.3","0.0939"
"2025-01-01","14:36:55","","","87.8","10.40","18.6","0.0904"
"2025-01-01","14:36:56","","","87.8","10.35","18.5","0.0925"
"2025-01-01","14:36:57","","","87.8","10.30","19.4","0.0696"
"2025-01-01","14:36:58","","","87.8","10.24","22.1","0.0747"
"2025-01-01","14:36:59","","","87.8","10.18","21.1","0.0696"
"2025-01-01","14:37:00","","","87.8","10.13","21.3","0.0836"
"2025-01-01","14:37:01","","","87.8","10.09","22.0","0.0956"
"2025-01-01","14:37:02","","","87.8","10.07","23.9","0.1100"
"2025-01-01","14:37:03","","","87.8","10.08","22.1","0.0892"
"2025-01-01","14:37:04","","","87.8","10.12","21.5","0.1163"
"2025-01-01","14:37:05","","","87.8","10.17","23.3","0.1263"
"2025-01-01","14:37:06","","","87.8","10.22","24.6","0.1245"
"2025-01-01","14:37:07","","","87.8","10.25","21.9","0.0727"
"2025-01-01","14:37:08","","","87.8","10.27","19.9","0.0737"
"2025-01-01","14:37:09","","","87.8","10.29","20.2","0.0749"
"2025-01-01","14:37:10","","","87.8","10.30","18.9","0.0730"
"2025-01-01","14:37:11","","","87.8","10.29","17.5","0.0792"
"2025-01-01","14:37:12","","","87.8","10.29","15.9","0.0752"
"2025-01-01","14:37:13","","","87.8","10.31","15.1","0.0960"
"2025-01-01","14:37:14","","","87.8","10.36","15.0","0.1058"
"2025-01-01","14:37:15","","","87.8","10.45","17.5","0.1077"
"2025-01-01","14:37:16","","","87.8","10.59","20.0","0.0805"
"2025-01-01","14:37:17","","","87.8","10.75","21.1","0.0951"
"2025-01-01","14:37:18","","","87.8","10.90","18.6","0.0840"
"2025-01-01","14:37:19","","","87.8","11.00","18.8","0.0912"
"2025-01-01","14:37:20","","","87.8","11.06","18.2","0.0817"
"2025-01-01","14:37:21","","","87.8","11.06","17.6","0.0669"
"2025-01-01","14:37:22","","","87.8","11.01","17.7","0.0576"
"2025-01-01","14:37:23","","","87.8","10.95","15.8","0.0767"
"2025-01-01","14:37:24","","","87.8","10.91","16.6","0.0801"
"2025-01-01","14:37:25","","","87.8","10.91","17.0","0.0800"
"2025-01-01","14:37:26","","","87.8","10.94","17.3","0.1010"
"2025-01-01","14:37:27","","","87.8","10.99","19.5","0.1017"
"2025-01-01","14:37:28","","","87.8","11.02","18.8","0.1133"
"2025-01-01","14:37:29","","","87.8","11.05","17.2","0.1043"
"2025-01-01","14:37:30","","","87.8","11.08","17.4","0.0896"
"2025-01-01","14:37:31","","","87.8","11.10","16.4","0.0799"
"2025-01-01","14:37:32","","","87.8","11.12","17.2","0.0791"
"2025-01-01","14:37:33","","","87.8","11.13","19.3","0.0905"
"2025-01-01","14:37:34","","","87.8","11.16","20.6","0.1062"
"2025-01-01","14:37:35","","","87.8","11.17","19.1","0.1088"
"2025-01-01","14:37:36","","","87.8","11.18","20.4","0.1165"
"2025-01-01","14:37:37","","","87.8","11.18","21.9","0.0980"
"2025-01-01","14:37:38","","","87.8","11.17","20.4","0.0774"
"2025-01-01","14:37:39","","","87.8","11.19","19.7","0.0785"
"2025-01-01","14:37:40","","","87.8","11.22","18.9","0.0767"
"2025-01-01","14:37:41","","","87.8","11.26","17.2","0.0764"
"2025-01-01","14:37:42","","","87.8","11.30","17.3","0.0938"
"2025-01-01","14:37:43","","","87.8","11.35","17.6","0.0951"
"2025-01-01","14:37:44","","","87.8","11.41","18.7","0.0913"
"2025-01-01","14:37:45","","","87.8","11.45","19.0","0.0900"
"2025-01-01","14:37:46","","","87.8","11.47","19.1","0.0936"
"2025-01-01","14:37:47","","","87.8","11.50","20.3","0.1098"
"2025-01-01","14:37:48","","","87.8","11.53","20.0","0.1077"
"2025-01-01","14:37:49","","","87.8","11.56","20.5","0.1000"
"2025-01-01","14:37:50","","","87.8","11.60","23.0","0.0997"
"2025-01-01","14:37:51","","","87.8","11.64","25.4","0.1032"
"2025-01-01","14:37:52","","","87.8","11.65","25.2","0.0897"
"2025-01-01","14:37:53","","","87.8","11.66","21.3","0.0856"
"2025-01-01","14:37:54","","","87.8","11.66","18.0","0.0810"
"2025-01-01","14:37:55","","","87.8","11.65","16.7","0.0940"
"2025-01-01","14:37:56","","","87.8","11.61","15.7","0.0912"
"2025-01-01","14:37:57","","","87.8","11.56","16.7","0.0812"
"2025-01-01","14:37:58","","","87.8","11.53","18.7","0.0911"
"2025-01-01","14:37:59","","","87.8","11.49","20.0","0.0920"
"2025-01-01","14:38:00","","","87.8","11.45","20.0","0.0927"
"2025-01-01","14:38:01","","","87.8","11.42","19.6","0.0837"
"2025-01-01","14:38:02","","","87.8","11.40","18.2","0.0933"
"2025-01-01","14:38:03","","","87.8","11.38","17.8","0.0935"
"2025-01-01","14:38:04","","","87.8","11.35","18.3","0.0945"
"2025-01-01","14:38:05","","","87.8","11.33","19.6","0.0848"
"2025-01-01","14:38:06","","","87.8","11.32","21.1","0.0736"
"2025-01-01","14:38:07","","","87.8","11.32","20.6","0.0892"
"2025-01-01","14:38:08","","","87.8","11.30","20.6","0.1075"
"2025-01-01","14:38:09","","","87.8","11.29","21.1","0.1333"
"2025-01-01","14:38:10","","","87.8","11.32","23.7","0.1682"
"2025-01-01","14:38:11","","","87.8","11.34","25.3","0.1640"
"2025-01-01","14:38:12","","","87.8","11.34","23.5","0.1597"
"2025-01-01","14:38:13","","","87.8","11.34","23.4","0.1332"
"2025-01-01","14:38:14","","","87.8","11.35","23.3","0.1118"
"2025-01-01","14:38:15","","","87.8","11.38","22.7","0.0873"
"2025-01-01","14:38:16","","","87.8","11.40","20.2","0.0886"
"2025-01-01","14:38:17","","","87.8","11.43","18.7","0.0661"
"2025-01-01","14:38:18","","","87.8","11.46","17.9","0.0684"
"2025-01-01","14:38:19","","","87.8","11.49","17.4","0.0677"
"2025-01-01","14:38:20","","","87.8","11.53","15.8","0.0680"
"2025-01-01","14:38:21","","","87.8","11.56","14.5","0.0639"
"2025-01-01","14:38:22","","","87.8","11.59","14.9","0.0746"
"2025-01-01","14:38:23","","","87.8","11.61","17.7","0.0881"
"2025-01-01","14:38:24","","","87.8","11.62","21.4","0.1013"
"2025-01-01","14:38:25","","","87.8","11.63","20.8","0.0924"
"2025-01-01","14:38:26","","","87.8","11.63","19.8","0.1195"
"2025-01-01","14:38:27","","","87.8","11.64","18.5","0.1187"
"2025-01-01","14:38:28","","","87.8","11.64","18.5","0.1158"
"2025-01-01","14:38:29","","","87.8","11.61","20.8","0.0941"
"2025-01-01","14:38:30","","","87.8","11.59","21.1","0.1127"
"2025-01-01","14:38:31","","","87.8","11.57","21.4","0.1428"
"2025-01-01","14:38:32","","","87.8","11.55","20.0","0.1463"
"2025-01-01","14:38:33","","","87.8","11.52","18.9","0.1097"
"2025-01-01","14:38:34","","","87.8","11.48","18.4","0.0994"
"2025-01-01","14:38:35","","","87.8","11.47","17.0","0.0726"
"2025-01-01","14:38:36","","","87.8","11.47","17.4","0.0657"
"2025-01-01","14:38:37","","","87.8","11.45","16.6","0.0715"
"2025-01-01","14:38:38","","","87.8","11.44","19.5","0.0861"
"2025-01-01","14:38:39","","","87.8","11.41","21.1","0.0905"
"2025-01-01","14:38:40","","","87.8","11.39","22.5","0.0835"
"2025-01-01","14:38:41","","","87.8","11.38","23.2","0.0752"
"2025-01-01","14:38:42","","","87.8","11.36","18.7","0.0909"
"2025-01-01","14:38:43","","","87.8","11.35","20.5","0.0908"
"2025-01-01","14:38:44","","","87.8","11.34","18.0","0.0944"
"2025-01-01","14:38:45","","","87.8","11.34","18.5","0.1045"
"2025-01-01","14:38:46","","","87.8","11.35","18.1","0.0945"
"2025-01-01","14:38:47","","","87.8","11.35","20.2","0.1102"
"2025-01-01","14:38:48","","","87.8","11.34","23.8","0.1165"
"2025-01-01","14:38:49","","","87.8","11.29","25.2","0.1325"
"2025-01-01","14:38:50","","","87.8","11.23","22.8","0.1292"
"2025-01-01","14:38:51","","","87.8","11.18","21.4","0.1168"
"2025-01-01","14:38:52","","","87.8","11.09","19.9","0.1058"
"2025-01-01","14:38:53","","","87.8","10.99","18.0","0.1013"
"2025-01-01","14:38:54","","","87.8","10.91","18.1","0.1253"
"2025-01-01","14:38:55","","","87.8","10.89","17.4","0.1273"
"2025-01-01","14:38:56","","","87.8","10.89","17.2","0.1103"
"2025-01-01","14:38:57","","","87.8","10.92","19.0","0.0875"
"2025-01-01","14:38:58","","","87.8","10.98","20.2","0.0955"
"2025-01-01","14:38:59","","","87.8","11.07","23.3","0.0991"
"2025-01-01","14:39:00","","","87.8","11.16","24.5","0.0926"
"2025-01-01","14:39:01","","","87.8","11.24","22.1","0.0967"
"2025-01-01","14:39:02","","","87.8","11.24","19.3","0.1055"
"2025-01-01","14:39:03","","","87.8","11.22","19.2","0.1157"
"2025-01-01","14:39:04","","","87.8","11.19","27.2","0.1415"
"2025-01-01","14:39:05","","","87.8","11.13","26.7","0.1057"
"2025-01-01","14:39:06","","","87.8","11.05","23.6","0.0808"
"2025-01-01","14:39:07","","","87.8","10.98","19.9","0.0880"
"2025-01-01","14:39:08","","","87.8","10.95","18.6","0.1040"
"2025-01-01","14:39:09","","","87.8","10.93","19.5","0.1035"
"2025-01-01","14:39:10","","","87.8","10.90","19.1","0.0949"
"2025-01-01","14:39:11","","","87.8","10.91","18.6","0.0932"
"2025-01-01","14:39:12","","","87.8","10.90","17.7","0.0978"
"2025-01-01","14:39:13","","","87.8","10.87","16.1","0.0928"
"2025-01-01","14:39:14","","","87.8","10.85","16.3","0.1057"
"2025-01-01","14:39:15","","","87.8","10.81","16.9","0.0975"
"2025-01-01","14:39:16","","","87.8","10.77","18.4","0.0991"
"2025-01-01","14:39:17","","","87.8","10.70","25.3","0.1075"
"2025-01-01","14:39:18","","","87.8","10.65","25.8","0.1108"
"2025-01-01","14:39:19","","","87.8","10.60","24.9","0.1048"
"2025-01-01","14:39:20","","","87.8","10.56","22.0","0.1007"
"2025-01-01","14:39:21","","","87.8","10.53","20.5","0.0955"
"2025-01-01","14:39:22","","","87.8","10.51","20.1","0.0773"
"2025-01-01","14:39:23","","","87.8","10.49","18.1","0.0788"
"2025-01-01","14:39:24","","","87.8","10.47","17.8","0.0837"
"2025-01-01","14:39:25","","","87.8","10.47","17.2","0.0755"
"2025-01-01","14:39:26","","","87.8","10.44","16.4","0.0831"
"2025-01-01","14:39:27","","","87.8","10.42","17.1","0.1005"
"2025-01-01","14:39:28","","","87.8","10.39","19.4","0.1210"
"2025-01-01","14:39:29","","","87.8","10.36","22.7","0.1205"
"2025-01-01","14:39:30","","","87.8","10.32","22.8","0.1078"
"2025-01-01","14:39:31","","","87.8","10.29","21.9","0.1155"
"2025-01-01","14:39:32","","","87.8","10.27","21.0","0.1178"
"2025-01-01","14:39:33","","","87.8","10.24","18.6","0.1063"
"2025-01-01","14:39:34","","","87.8","10.23","18.8","0.1062"
"2025-01-01","14:39:35","","","87.8","10.22","18.7","0.0782"
"2025-01-01","14:39:36","","","87.8","10.23","17.6","0.0773"
"2025-01-01","14:39:37","","","87.8","10.23","18.6","0.0713"
"2025-01-01","14:39:38","","","87.8","10.22","16.9","0.0717"
"2025-01-01","14:39:39","","","87.8","10.23","17.4","0.0860"
"2025-01-01","14:39:40","","","87.8","10.24","18.9","0.0947"
"2025-01-01","14:39:41","","","87.8","10.25","20.7","0.1062"
"2025-01-01","14:39:42","","","87.8","10.26","20.4","0.1230"
"2025-01-01","14:39:43","","","87.8","10.27","19.8","0.1283"
"2025-01-01","14:39:44","","","87.8","10.28","18.7","0.1497"
"2025-01-01","14:39:45","","","87.8","10.29","18.2","0.1373"
"2025-01-01","14:39:46","","","87.8","10.30","17.7","0.1120"
"2025-01-01","14:39:47","","","87.8","10.30","17.8","0.1243"
"2025-01-01","14:39:48","","","87.8","10.30","20.5","0.1103"
"2025-01-01","14:39:49","","","87.8","10.30","25.6","0.1463"
"2025-01-01","14:39:50","","","87.8","10.32","24.7","0.1298"
"2025-01-01","14:39:51","","","87.8","10.36","24.9","0.1140"
"2025-01-01","14:39:52","","","87.8","10.40","23.4","0.1003"
"2025-01-01","14:39:53","","","87.8","10.44","23.4","0.0815"
"2025-01-01","14:39:54","","","87.8","10.48","21.4","0.0817"
"2025-01-01","14:39:55","","","87.8","10.51","20.0","0.0756"
"2025-01-01","14:39:56","","","87.8","10.50","18.6","0.0841"
"2025-01-01","14:39:57","","","87.8","10.46","19.8","0.0913"
"2025-01-01","14:39:58","","","87.8","10.41","19.4","0.0950"
"2025-01-01","14:39:59","","","87.8","10.36","20.5","0.1117"
"2025-01-01","14:40:00","","","87.8","10.29","19.4","0.1105"
"2025-01-01","14:40:01","","","87.8","10.20","20.8","0.1237"
"2025-01-01","14:40:02","","","87.8","10.12","21.2","0.1102"
"2025-01-01","14:40:03","","","87.8","10.06","23.3","0.1080"
"2025-01-01","14:40:04","","","87.8","10.01","20.2","0.0939"
"2025-01-01","14:40:05","","","87.8","9.96","18.8","0.0883"
"2025-01-01","14:40:06","","","87.8","9.94","18.1","0.0997"
"2025-01-01","14:40:07","","","87.8","9.94","16.3","0.0986"
"2025-01-01","14:40:08","","","87.8","9.94","17.7","0.1128"
"2025-01-01","14:40:09","","","87.8","9.94","17.3","0.1217"
"2025-01-01","14:40:10","","","87.8","9.94","19.3","0.1215"
"2025-01-01","14:40:11","","","87.8","9.94","18.8","0.1417"
"2025-01-01","14:40:12","","","87.8","9.94","16.8","0.1227"
"2025-01-01","14:40:13","","","87.8","9.98","17.5","0.1188"
"2025-01-01","14:40:14","","","87.8","10.04","16.8","0.1237"
"2025-01-01","14:40:15","","","87.8","10.09","15.6","0.1133"
"2025-01-01","14:40:16","","","87.8","10.15","15.9","0.1135"
"2025-01-01","14:40:17","","","87.8","10.20","16.8","0.0867"
"2025-01-01","14:40:18","","","87.8","10.23","16.0","0.0833"
"2025-01-01","14:40:19","","","87.8","10.23","17.3","0.0703"
"2025-01-01","14:40:20","","","87.8","10.19","17.9","0.0838"
"2025-01-01","14:40:21","","","87.8","10.17","15.8","0.1088"
"2025-01-01","14:40:22","","","87.8","10.15","16.5","0.1222"
"2025-01-01","14:40:23","","","87.8","10.14","17.0","0.1327"
"2025-01-01","14:40:24","","","87.8","10.14","18.8","0.1325"
